HomeTeam,AwayTeam,Date,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
79,64,09/04/2019,3,0,H,0,0,D,14,14,5,6,14,15,1,2,2,2,0,0
86,84,09/04/2019,3,1,H,2,1,H,31,2,8,1,5,17,6,1,0,1,0,2
7,78,10/04/2019,1,1,D,1,1,D,8,8,5,3,10,9,5,4,2,0,0,0
13,45,10/04/2019,2,0,H,2,0,H,16,4,4,0,5,17,6,1,1,1,0,0
44,94,10/04/2019,2,1,H,0,1,A,14,11,4,2,10,15,12,2,2,1,0,0
57,73,10/04/2019,0,0,D,0,0,D,7,15,3,3,13,15,9,3,2,3,0,0
63,74,10/04/2019,2,2,D,0,1,A,23,5,7,2,6,17,13,2,0,2,0,0
76,4,10/04/2019,1,2,A,1,0,H,19,15,6,8,17,8,8,7,3,1,0,1
4,15,13/04/2019,2,1,H,0,0,D,25,11,11,1,7,13,10,4,1,6,0,0
33,10,13/04/2019,4,0,H,2,0,H,20,8,9,2,14,8,10,3,1,1,0,0
45,7,13/04/2019,1,1,D,0,1,A,12,17,3,5,18,14,7,5,5,1,0,0
46,79,13/04/2019,1,0,H,0,0,D,28,8,6,2,7,13,8,2,2,2,0,0
56,44,13/04/2019,1,0,H,1,0,H,15,15,4,4,7,10,4,5,1,1,0,0
64,8,13/04/2019,1,2,A,0,1,A,22,15,1,9,12,19,3,5,2,3,0,0
73,86,13/04/2019,4,0,H,3,0,H,15,9,7,1,13,10,8,8,4,1,0,0
74,13,13/04/2019,2,1,H,2,1,H,11,15,4,8,14,14,3,12,4,1,0,0
78,57,13/04/2019,1,1,D,0,0,D,14,13,2,7,9,8,10,7,1,2,1,0
84,76,13/04/2019,2,2,D,2,0,H,4,16,3,7,9,12,4,8,0,1,0,0
92,72,13/04/2019,4,1,H,3,0,H,22,10,10,2,8,7,9,6,2,1,0,0
94,63,14/04/2019,1,1,D,1,0,H,17,13,4,4,19,13,5,8,2,2,0,0
7,33,19/04/2019,2,2,D,2,2,D,20,11,3,5,17,14,9,4,3,3,0,0
10,4,19/04/2019,0,2,A,0,0,D,6,21,1,9,16,8,2,16,2,1,0,0
15,74,19/04/2019,1,1,D,0,0,D,17,8,6,4,11,6,9,6,0,0,0,0
46,94,19/04/2019,1,2,A,1,1,D,16,8,10,2,11,7,15,2,3,3,0,1
56,84,19/04/2019,1,0,H,1,0,H,7,14,2,1,12,8,2,10,1,1,0,0
57,13,19/04/2019,1,1,D,1,1,D,7,10,2,3,9,8,7,3,1,3,0,1
63,79,19/04/2019,2,2,D,1,1,D,15,12,5,6,13,19,13,2,1,2,0,0
72,45,19/04/2019,4,0,H,2,0,H,17,18,10,5,8,13,3,4,0,1,0,0
73,8,19/04/2019,1,2,A,0,1,A,19,12,3,5,14,8,8,4,3,3,0,0
78,64,19/04/2019,2,0,H,0,0,D,14,9,4,1,16,8,9,2,3,2,0,1
86,76,19/04/2019,4,3,H,1,2,A,15,16,8,8,4,13,6,9,0,1,0,0
92,44,19/04/2019,3,2,H,1,0,H,10,11,5,3,9,13,5,9,0,0,0,0
4,57,22/04/2019,1,0,H,1,0,H,18,13,7,1,17,8,12,3,2,2,0,0
8,10,22/04/2019,2,0,H,1,0,H,15,13,6,4,9,8,3,2,0,0,0,0
13,46,22/04/2019,2,0,H,1,0,H,12,18,3,3,10,11,5,10,3,1,0,0
33,73,22/04/2019,2,0,H,0,0,D,17,11,8,2,10,16,8,2,1,3,0,0
44,78,22/04/2019,0,3,A,0,3,A,11,11,2,5,5,13,7,4,0,0,0,0
45,86,22/04/2019,0,1,A,0,0,D,13,17,2,5,15,7,4,4,2,3,0,0
64,56,22/04/2019,3,0,H,1,0,H,20,3,9,1,9,14,7,2,1,1,0,0
74,92,22/04/2019,0,0,D,0,0,D,14,14,5,6,13,10,4,4,2,1,0,0
76,7,22/04/2019,1,3,A,1,0,H,9,16,1,8,14,13,7,6,3,1,0,0
79,15,22/04/2019,2,0,H,2,0,H,10,13,6,4,13,14,4,4,1,2,0,0
84,63,22/04/2019,2,2,D,0,1,A,18,17,9,5,13,6,5,7,0,0,0,0
94,72,22/04/2019,2,0,H,1,0,H,14,12,5,1,12,8,2,8,1,2,0,1
7,94,27/04/2019,1,1,D,1,1,D,12,13,3,5,14,8,1,3,1,1,0,0
15,33,27/04/2019,0,2,A,0,1,A,23,8,11,4,8,19,5,2,0,4,1,0
56,74,27/04/2019,2,1,H,2,1,H,18,12,6,4,14,12,7,4,3,1,0,0
57,84,27/04/2019,0,0,D,0,0,D,13,12,1,2,13,10,3,5,1,2,0,0
63,8,27/04/2019,2,1,H,2,1,H,24,8,7,1,8,8,11,2,1,3,0,0
72,79,27/04/2019,3,3,D,2,0,H,13,16,5,8,8,19,5,4,1,2,0,1
73,64,27/04/2019,0,1,A,0,0,D,21,7,7,4,11,15,8,4,1,2,0,0
78,45,27/04/2019,2,0,H,1,0,H,12,4,3,1,17,10,9,1,0,1,0,0
86,44,27/04/2019,2,2,D,1,0,H,14,8,7,4,7,15,10,6,1,4,0,0
92,76,27/04/2019,2,1,H,0,0,D,10,13,2,2,12,16,7,10,0,2,0,0
46,4,28/04/2019,1,1,D,0,0,D,27,13,5,4,14,8,7,3,4,2,0,1
57,15,30/04/2019,1,2,A,1,0,H,16,13,5,4,12,9,3,4,0,3,0,0
86,33,01/05/2019,1,1,D,0,1,A,12,13,6,4,7,16,4,8,3,4,0,0
4,63,05/05/2019,1,2,A,1,1,D,14,23,4,5,12,13,9,9,1,3,0,0
8,86,05/05/2019,2,2,D,1,2,A,11,10,4,3,9,9,11,3,1,1,0,0
13,72,05/05/2019,3,0,H,1,0,H,21,8,8,3,10,11,8,3,0,2,0,0
33,92,05/05/2019,3,1,H,1,0,H,23,8,13,2,12,14,5,2,1,5,0,1
44,15,05/05/2019,1,1,D,0,0,D,15,15,3,2,15,8,3,6,2,2,0,0
45,46,05/05/2019,3,2,H,1,1,D,6,27,3,7,11,11,2,11,2,1,1,0
64,10,05/05/2019,1,0,H,1,0,H,12,7,3,2,10,14,3,3,0,0,0,0
74,7,05/05/2019,0,0,D,0,0,D,15,19,3,4,8,14,5,5,0,1,0,0
76,56,05/05/2019,1,2,A,0,2,A,18,12,4,4,12,16,6,5,0,1,0,0
79,73,05/05/2019,1,2,A,0,1,A,8,16,2,8,12,17,9,5,2,2,0,0
84,78,05/05/2019,2,2,D,1,0,H,14,11,4,6,8,11,4,6,1,1,0,0
94,57,05/05/2019,1,0,H,1,0,H,15,10,4,3,17,11,5,8,0,0,0,0
1,40,04/08/2018,0,2,A,0,2,A,17,11,4,5,10,19,8,5,2,1,0,0
6,67,04/08/2018,4,0,H,2,0,H,19,9,12,4,12,14,6,3,0,0,0,0
18,75,04/08/2018,1,2,A,0,2,A,17,7,9,2,10,11,6,1,2,1,0,0
28,77,04/08/2018,1,2,A,0,0,D,16,9,7,5,10,13,8,4,1,2,0,0
37,2,04/08/2018,0,1,A,0,0,D,11,15,4,8,14,13,9,7,1,2,0,0
68,16,04/08/2018,2,1,H,2,0,H,6,18,3,4,7,10,1,6,1,2,0,0
71,51,04/08/2018,1,0,H,1,0,H,6,10,3,2,20,13,4,6,2,4,0,0
80,12,04/08/2018,0,1,A,0,1,A,15,13,2,7,7,10,5,5,1,2,0,0
82,34,04/08/2018,2,3,A,0,0,D,25,7,12,4,13,17,7,2,2,5,0,0
85,23,04/08/2018,2,1,H,0,1,A,11,9,6,5,13,20,6,6,2,3,0,0
90,69,04/08/2018,2,1,H,1,1,D,13,15,4,3,8,13,9,7,1,3,0,0
96,9,04/08/2018,0,0,D,0,0,D,15,10,4,4,11,13,8,2,1,1,1,0
2,28,11/08/2018,0,0,D,0,0,D,13,5,5,3,18,11,7,3,1,1,0,0
9,71,11/08/2018,1,2,A,0,1,A,16,14,3,3,11,17,4,1,1,2,0,0
12,6,11/08/2018,0,2,A,0,1,A,2,13,0,7,7,9,2,8,1,2,0,0
16,1,11/08/2018,1,2,A,0,1,A,14,12,4,4,12,12,3,2,0,1,0,0
23,80,11/08/2018,2,1,H,0,0,D,6,12,2,3,15,16,4,2,2,1,0,0
34,96,11/08/2018,3,0,H,0,0,D,14,6,7,2,11,18,9,2,3,3,0,0
40,18,11/08/2018,3,1,H,1,1,D,15,12,7,5,12,8,7,6,2,1,0,0
51,85,11/08/2018,1,1,D,0,1,A,8,8,1,2,16,17,6,9,2,3,0,0
67,37,11/08/2018,0,2,A,0,1,A,10,14,2,6,13,20,6,2,1,3,0,0
69,82,11/08/2018,1,1,D,1,1,D,5,17,2,5,17,15,2,8,1,1,0,0
75,68,11/08/2018,1,4,A,1,3,A,15,14,4,9,10,9,4,4,1,1,0,0
77,90,11/08/2018,1,1,D,0,0,D,19,15,6,4,10,13,4,8,1,3,0,0
1,23,18/08/2018,1,1,D,0,1,A,13,14,3,5,16,19,2,4,2,3,0,0
6,2,18/08/2018,0,0,D,0,0,D,11,4,1,3,12,12,5,2,0,0,0,0
18,34,18/08/2018,1,0,H,0,0,D,7,9,2,3,9,9,2,8,1,1,0,0
28,69,18/08/2018,1,0,H,1,0,H,16,11,6,4,12,13,5,2,0,2,0,1
37,75,18/08/2018,2,2,D,1,0,H,9,10,3,5,13,16,4,8,5,0,0,0
68,51,18/08/2018,3,1,H,3,0,H,11,21,6,6,21,11,3,11,2,1,0,0
71,67,18/08/2018,4,1,H,0,0,D,15,10,5,1,19,17,5,3,1,3,0,0
80,9,18/08/2018,0,0,D,0,0,D,19,11,6,5,13,14,5,7,0,3,0,0
82,12,18/08/2018,2,0,H,0,0,D,21,5,8,2,8,14,8,2,1,1,0,0
90,40,18/08/2018,2,1,H,2,0,H,15,19,6,6,13,12,3,8,1,2,0,0
96,16,18/08/2018,1,2,A,0,2,A,9,17,3,9,12,11,6,6,0,3,0,0
85,77,19/08/2018,3,0,H,3,0,H,18,8,7,3,18,9,6,3,1,1,0,0
2,90,21/08/2018,1,3,A,0,1,A,21,9,3,2,8,11,5,2,1,1,0,0
9,28,21/08/2018,2,0,H,0,0,D,15,8,5,0,9,17,3,3,1,0,0,0
12,18,21/08/2018,1,0,H,1,0,H,12,21,3,1,15,9,3,2,1,0,0,0
16,71,21/08/2018,1,2,A,0,1,A,22,12,7,5,14,13,7,3,1,1,1,0
23,68,21/08/2018,0,1,A,0,0,D,13,11,1,3,19,11,8,7,4,3,0,0
34,80,21/08/2018,0,0,D,0,0,D,11,13,3,4,13,6,9,8,2,1,0,0
51,82,21/08/2018,2,0,H,2,0,H,9,4,6,0,11,14,5,2,1,2,0,0
67,1,21/08/2018,2,3,A,1,1,D,19,9,6,5,22,12,6,5,3,4,0,0
69,96,21/08/2018,1,1,D,1,0,H,14,13,5,4,14,9,7,2,0,1,0,0
75,6,21/08/2018,0,4,A,0,2,A,6,23,1,9,7,13,4,7,0,1,0,0
40,85,22/08/2018,1,4,A,1,3,A,16,10,2,4,7,12,11,3,1,2,0,0
77,37,22/08/2018,0,5,A,0,4,A,13,11,4,6,12,12,3,4,3,1,0,0
2,85,25/08/2018,1,2,A,1,0,H,10,10,3,5,18,12,8,4,0,1,0,0
9,1,25/08/2018,1,1,D,0,0,D,16,17,7,5,21,13,6,7,0,1,0,0
12,96,25/08/2018,1,2,A,0,1,A,9,14,4,8,7,12,10,6,0,2,0,0
16,82,25/08/2018,0,1,A,0,1,A,6,7,1,3,12,15,7,7,2,3,0,0
23,37,25/08/2018,0,0,D,0,0,D,14,10,5,5,10,15,8,10,3,4,0,0
34,71,25/08/2018,0,0,D,0,0,D,16,11,6,5,11,18,4,4,2,3,1,0
40,28,25/08/2018,1,1,D,0,0,D,15,26,4,4,12,10,6,5,3,0,0,0
51,80,25/08/2018,3,2,H,0,1,A,13,5,5,5,14,21,7,2,1,1,0,0
67,18,25/08/2018,3,1,H,1,1,D,12,10,7,1,23,17,4,5,3,3,0,1
69,68,25/08/2018,1,5,A,0,2,A,22,11,6,7,8,10,10,5,1,0,0,0
75,90,25/08/2018,1,2,A,0,1,A,13,6,4,5,14,9,8,0,1,0,0,1
77,6,25/08/2018,2,2,D,1,0,H,8,25,2,10,8,11,0,11,1,3,0,0
1,77,01/09/2018,1,1,D,0,0,D,18,11,6,2,11,12,10,2,2,0,0,0
6,40,01/09/2018,2,1,H,2,0,H,25,7,7,3,10,13,9,3,0,1,0,0
18,2,01/09/2018,3,0,H,1,0,H,12,15,5,1,10,11,2,5,0,1,0,0
28,75,01/09/2018,0,1,A,0,0,D,16,12,2,8,13,15,6,7,0,1,0,0
37,12,01/09/2018,2,1,H,1,1,D,9,10,3,3,12,9,3,4,3,2,1,0
68,34,01/09/2018,1,1,D,0,1,A,10,23,4,8,9,20,4,13,1,3,0,0
71,69,01/09/2018,3,0,H,1,0,H,18,6,8,3,7,17,9,3,1,1,0,0
80,16,01/09/2018,1,1,D,0,0,D,15,4,8,1,16,20,9,1,2,3,0,1
82,23,01/09/2018,1,2,A,0,0,D,11,8,3,3,17,16,1,8,2,4,2,1
85,67,01/09/2018,1,1,D,0,1,A,6,16,1,6,20,16,1,10,5,3,1,0
90,9,01/09/2018,0,0,D,0,0,D,4,12,0,1,11,17,5,4,0,1,0,0
96,51,01/09/2018,1,1,D,1,0,H,15,12,8,5,13,9,6,3,3,2,0,0
1,18,08/09/2018,1,1,D,0,1,A,12,7,5,3,14,14,5,3,4,2,0,0
6,90,08/09/2018,1,1,D,0,0,D,14,12,7,3,14,12,8,7,0,2,0,0
9,12,08/09/2018,3,2,H,0,0,D,18,7,7,4,12,14,8,3,0,3,0,0
16,69,08/09/2018,0,0,D,0,0,D,15,8,5,3,11,12,6,10,1,1,0,0
23,96,08/09/2018,3,2,H,1,1,D,8,13,4,5,14,14,2,7,3,1,0,0
34,51,08/09/2018,2,1,H,1,1,D,9,10,5,6,12,9,2,13,3,1,0,0
40,2,08/09/2018,0,1,A,0,0,D,11,12,3,3,18,9,4,3,4,2,0,0
71,80,08/09/2018,1,1,D,0,0,D,13,12,5,1,13,18,6,6,0,0,0,0
77,75,08/09/2018,3,3,D,2,0,H,9,19,4,8,11,22,3,7,1,3,0,0
82,68,08/09/2018,2,3,A,0,1,A,18,9,10,3,9,15,9,4,0,1,0,0
85,37,08/09/2018,1,1,D,1,1,D,17,11,8,5,11,15,10,6,3,5,0,0
67,28,09/09/2018,1,2,A,0,0,D,6,9,2,4,19,19,5,1,1,3,0,0
2,77,15/09/2018,2,3,A,0,2,A,13,8,4,5,16,15,9,4,0,3,0,0
12,23,15/09/2018,0,2,A,0,1,A,10,9,1,3,17,18,6,1,2,4,0,0
18,85,15/09/2018,2,1,H,2,0,H,15,7,5,4,12,15,3,4,2,2,0,0
28,6,15/09/2018,1,0,H,0,0,D,12,14,2,5,4,15,1,11,1,3,0,0
37,1,15/09/2018,1,1,D,1,0,H,6,15,2,7,11,15,3,8,1,1,0,0
51,16,15/09/2018,1,0,H,0,0,D,18,3,10,0,13,17,8,6,1,1,0,0
68,71,15/09/2018,1,2,A,0,0,D,10,12,3,5,14,22,3,7,2,4,0,0
69,9,15/09/2018,0,1,A,0,1,A,11,11,4,5,9,17,9,4,1,0,0,2
75,40,15/09/2018,3,0,H,2,0,H,14,10,8,2,17,7,6,6,1,0,0,0
80,82,15/09/2018,2,0,H,2,0,H,14,11,7,1,16,11,3,4,1,4,0,0
90,34,15/09/2018,1,4,A,1,1,D,13,11,2,7,15,14,4,9,3,4,0,0
96,67,15/09/2018,0,0,D,0,0,D,13,18,4,9,16,11,6,7,4,2,0,0
1,2,22/09/2018,2,1,H,1,0,H,15,11,6,7,11,21,5,5,0,2,0,0
9,51,22/09/2018,0,0,D,0,0,D,9,14,3,6,16,9,3,5,1,0,0,0
16,28,22/09/2018,3,1,H,3,1,H,12,9,6,6,5,6,5,8,0,0,0,0
23,69,22/09/2018,2,1,H,1,1,D,23,9,6,3,12,12,16,5,1,1,0,0
34,12,22/09/2018,2,1,H,1,0,H,18,12,7,3,10,10,10,9,2,4,0,0
40,68,22/09/2018,2,4,A,0,1,A,12,14,5,9,16,14,8,5,4,2,0,0
67,90,22/09/2018,1,2,A,0,1,A,20,10,7,6,19,20,12,7,3,5,0,0
71,96,22/09/2018,2,2,D,0,1,A,10,7,6,3,27,15,2,3,3,4,0,0
77,80,22/09/2018,1,0,H,0,0,D,13,9,6,1,9,15,6,5,2,3,0,0
82,37,22/09/2018,1,0,H,0,0,D,12,2,6,0,11,14,6,10,1,2,0,1
85,75,22/09/2018,4,1,H,3,0,H,13,10,6,5,15,20,4,6,1,4,0,0
2,67,29/09/2018,2,1,H,2,1,H,3,15,2,2,15,13,3,11,2,1,0,0
12,16,29/09/2018,0,0,D,0,0,D,14,21,2,4,8,11,3,7,0,2,0,0
18,77,29/09/2018,0,0,D,0,0,D,20,4,6,2,15,9,10,3,2,2,0,0
28,85,29/09/2018,1,1,D,0,0,D,10,12,7,6,8,13,4,7,1,1,0,0
37,6,29/09/2018,1,3,A,1,2,A,5,11,3,5,14,17,8,4,1,4,0,0
51,23,29/09/2018,2,2,D,0,1,A,15,8,6,4,15,17,3,7,3,3,0,0
68,9,29/09/2018,2,2,D,1,0,H,14,17,5,8,11,15,10,7,4,2,0,0
69,34,29/09/2018,2,3,A,1,1,D,14,17,8,8,13,14,7,4,2,4,0,0
75,71,29/09/2018,1,3,A,1,1,D,10,13,5,8,15,13,0,5,0,1,0,0
80,40,29/09/2018,2,2,D,0,1,A,13,4,6,3,12,18,8,4,3,2,0,0
90,1,29/09/2018,0,1,A,0,1,A,13,7,5,2,12,15,10,1,1,2,0,0
96,82,29/09/2018,2,3,A,0,1,A,17,14,9,6,19,13,2,2,0,0,0,0
1,34,02/10/2018,1,0,H,0,0,D,13,13,6,3,9,15,4,7,2,2,0,0
2,12,02/10/2018,0,1,A,0,1,A,15,10,3,3,11,13,7,1,1,1,0,0
6,69,02/10/2018,1,1,D,1,1,D,19,10,6,1,11,9,8,2,2,2,0,0
18,82,02/10/2018,1,2,A,1,0,H,12,9,4,4,7,13,9,2,0,1,0,0
28,71,02/10/2018,0,1,A,0,1,A,6,9,2,3,14,13,2,6,1,3,0,0
37,96,02/10/2018,1,1,D,1,0,H,10,9,3,3,10,9,4,5,1,2,0,0
67,51,02/10/2018,1,2,A,0,0,D,10,17,3,8,14,15,4,11,3,3,1,0
75,16,02/10/2018,0,0,D,0,0,D,19,18,5,6,17,14,8,6,2,2,1,0
77,23,02/10/2018,5,3,H,3,2,H,18,15,8,7,15,11,7,8,3,2,0,0
85,68,02/10/2018,2,2,D,1,0,H,15,14,3,7,20,16,2,3,1,1,1,0
90,80,02/10/2018,0,0,D,0,0,D,14,15,8,4,12,13,7,4,1,0,0,0
9,75,06/10/2018,2,2,D,2,1,H,9,8,2,3,18,14,7,4,2,5,0,0
12,85,06/10/2018,1,2,A,0,1,A,11,10,5,4,11,10,6,7,1,1,1,1
16,90,06/10/2018,0,1,A,0,0,D,17,18,5,11,16,13,5,10,0,2,0,0
23,28,06/10/2018,1,2,A,1,0,H,15,11,7,4,14,13,8,4,0,2,0,0
34,37,06/10/2018,0,4,A,0,3,A,10,9,4,5,10,8,6,6,2,4,0,0
51,77,06/10/2018,3,2,H,2,1,H,12,9,7,3,14,17,9,4,0,2,0,0
68,6,06/10/2018,0,4,A,0,2,A,10,13,6,8,9,13,5,3,3,2,0,0
69,2,06/10/2018,1,0,H,0,0,D,11,15,4,3,15,12,9,8,1,2,0,0
71,40,06/10/2018,0,2,A,0,2,A,18,8,6,6,6,11,14,4,0,0,0,0
80,1,06/10/2018,1,0,H,0,0,D,24,11,7,2,15,7,7,3,2,3,0,1
82,67,06/10/2018,0,0,D,0,0,D,6,6,1,1,18,17,5,3,1,2,0,0
96,18,06/10/2018,2,1,H,2,0,H,9,7,3,2,15,14,3,6,3,1,0,0
1,12,13/10/2018,3,1,H,1,0,H,14,8,7,3,7,19,6,4,0,3,0,0
2,71,13/10/2018,1,2,A,0,2,A,15,18,6,8,6,9,4,10,1,2,0,0
6,51,13/10/2018,3,2,H,2,1,H,15,8,6,4,16,8,5,3,1,2,0,0
18,16,13/10/2018,1,0,H,0,0,D,13,4,5,1,12,14,11,4,1,2,0,0
28,96,13/10/2018,1,0,H,0,0,D,17,10,7,3,9,18,5,4,1,3,0,0
37,80,13/10/2018,2,1,H,2,0,H,7,6,5,2,13,10,3,3,0,2,0,0
40,82,13/10/2018,0,2,A,0,0,D,13,11,6,5,8,12,12,4,0,0,0,0
67,69,13/10/2018,2,0,H,1,0,H,21,5,5,1,13,17,7,2,2,2,0,1
75,34,13/10/2018,2,3,A,0,1,A,22,7,7,6,7,11,13,4,2,3,0,0
77,68,13/10/2018,0,2,A,0,0,D,18,12,4,5,10,14,6,1,0,3,0,0
9,2,20/10/2018,2,0,H,1,0,H,6,16,3,7,10,17,3,4,0,2,0,0
12,75,20/10/2018,0,2,A,0,0,D,5,10,3,6,11,8,7,7,4,1,0,0
16,67,20/10/2018,0,0,D,0,0,D,10,8,4,4,11,15,3,4,3,2,0,0
23,6,20/10/2018,2,0,H,1,0,H,9,17,4,3,14,11,5,7,2,1,0,0
34,40,20/10/2018,3,3,D,0,2,A,32,3,13,3,18,16,9,2,1,4,0,0
51,90,20/10/2018,2,0,H,1,0,H,15,6,8,2,8,13,12,5,0,1,0,0
68,1,20/10/2018,0,1,A,0,1,A,15,10,2,4,7,20,4,10,3,3,0,0
69,18,20/10/2018,2,3,A,2,2,D,10,16,5,8,12,8,5,8,2,0,0,0
71,37,20/10/2018,1,0,H,0,0,D,11,2,1,0,12,12,6,3,1,2,0,1
80,85,20/10/2018,0,2,A,0,0,D,16,6,2,4,12,9,6,7,0,1,0,0
82,28,20/10/2018,1,2,A,0,1,A,10,10,2,5,15,9,2,6,1,3,1,0
96,77,20/10/2018,3,2,H,1,2,A,12,8,4,4,19,13,6,6,4,2,1,0
9,77,23/10/2018,1,0,H,1,0,H,12,9,3,4,10,8,2,4,0,0,0,0
12,28,23/10/2018,2,4,A,0,2,A,12,14,3,10,17,14,6,6,3,3,1,0
16,2,23/10/2018,2,0,H,1,0,H,7,14,2,1,14,14,2,7,1,1,0,0
23,67,23/10/2018,1,1,D,1,0,H,11,12,4,3,19,22,3,5,1,4,0,0
34,85,23/10/2018,0,1,A,0,0,D,17,8,7,4,16,19,3,2,5,4,0,0
51,1,23/10/2018,4,1,H,1,1,D,11,6,7,5,13,9,6,6,2,3,0,0
68,37,23/10/2018,1,0,H,0,0,D,10,15,2,2,15,13,3,7,2,3,0,0
69,40,23/10/2018,3,1,H,2,0,H,12,10,8,4,7,15,3,6,0,3,0,0
71,18,23/10/2018,2,2,D,1,0,H,10,4,6,3,12,13,11,1,1,0,0,0
80,6,23/10/2018,3,1,H,2,0,H,10,5,6,2,16,14,8,5,1,3,0,0
82,90,23/10/2018,3,0,H,1,0,H,13,6,7,1,16,13,9,10,1,1,0,0
96,75,23/10/2018,3,0,H,1,0,H,14,10,9,1,11,18,5,5,0,2,0,0
1,71,27/10/2018,1,1,D,0,0,D,10,16,8,6,15,16,7,4,1,1,0,0
2,51,27/10/2018,0,2,A,0,0,D,5,14,3,6,19,8,4,5,0,0,0,0
6,16,27/10/2018,1,0,H,1,0,H,11,11,3,1,11,10,7,6,3,1,0,0
18,68,27/10/2018,1,2,A,0,1,A,15,5,8,2,11,11,8,5,1,2,0,0
28,34,27/10/2018,2,1,H,2,0,H,12,10,6,4,10,16,4,13,0,2,0,0
37,9,27/10/2018,3,2,H,2,1,H,8,4,4,2,11,11,7,3,2,2,0,1
40,12,27/10/2018,4,0,H,0,0,D,23,12,7,6,8,17,3,5,0,2,0,0
67,80,27/10/2018,3,0,H,2,0,H,6,6,3,2,14,16,2,4,0,1,0,0
75,23,27/10/2018,1,0,H,1,0,H,12,14,3,2,17,15,7,10,2,2,0,0
77,69,27/10/2018,1,4,A,0,2,A,17,12,7,5,16,16,6,5,3,1,0,0
85,82,27/10/2018,3,0,H,1,0,H,10,14,4,6,19,12,4,6,1,2,0,0
90,96,27/10/2018,3,2,H,1,0,H,15,13,9,5,16,10,6,6,1,0,0,0
2,80,03/11/2018,1,2,A,1,0,H,10,10,2,6,16,14,4,6,0,0,0,0
6,82,03/11/2018,1,0,H,0,0,D,17,7,5,3,5,8,7,2,0,0,0,0
9,16,03/11/2018,0,3,A,0,0,D,10,16,3,5,6,14,5,10,0,1,0,0
12,71,03/11/2018,0,1,A,0,1,A,17,11,4,4,20,16,3,4,1,1,1,0
23,34,03/11/2018,2,0,H,2,0,H,9,9,3,3,8,7,8,7,1,4,0,0
28,1,03/11/2018,1,1,D,0,0,D,13,10,6,4,7,9,5,3,0,0,0,0
40,37,03/11/2018,3,0,H,2,0,H,13,16,6,3,6,12,6,10,2,1,0,0
69,85,03/11/2018,0,2,A,0,0,D,17,8,4,4,7,15,7,3,1,3,0,0
75,51,03/11/2018,0,0,D,0,0,D,22,9,6,2,10,13,10,5,0,1,0,1
77,67,03/11/2018,3,3,D,0,1,A,13,7,5,3,13,21,9,2,3,5,0,0
90,18,03/11/2018,1,3,A,0,2,A,9,18,4,7,10,6,4,4,0,0,0,0
96,68,03/11/2018,1,0,H,0,0,D,11,9,3,4,12,15,9,2,2,2,0,0
40,9,06/11/2018,0,1,A,0,0,D,12,3,3,2,15,15,5,4,1,2,0,0
90,23,06/11/2018,0,2,A,0,1,A,8,8,1,4,13,19,5,5,1,3,0,0
1,6,17/11/2018,0,2,A,0,1,A,7,13,4,5,8,15,7,9,2,2,0,1
16,77,17/11/2018,1,2,A,1,1,D,16,6,8,3,10,15,6,5,2,4,0,0
18,28,17/11/2018,1,0,H,0,0,D,13,8,3,4,10,16,5,3,2,3,0,0
34,2,17/11/2018,2,1,H,1,1,D,11,5,3,3,9,15,4,3,0,3,0,0
37,90,17/11/2018,0,0,D,0,0,D,12,12,4,2,11,15,4,13,0,1,0,0
51,69,17/11/2018,5,1,H,4,0,H,24,7,13,3,11,14,10,2,0,2,0,0
67,40,17/11/2018,1,0,H,0,0,D,12,7,6,2,19,17,6,5,3,1,0,0
68,12,17/11/2018,1,1,D,0,1,A,4,7,2,4,6,12,9,6,1,4,0,0
80,75,17/11/2018,3,2,H,1,1,D,11,9,6,3,7,13,5,1,0,2,0,0
82,9,17/11/2018,1,2,A,0,1,A,12,12,4,3,7,9,3,5,0,0,1,0
85,96,17/11/2018,1,1,D,0,0,D,12,7,6,2,13,14,13,7,1,1,0,0
28,68,23/11/2018,1,1,D,0,0,D,15,15,4,5,13,14,8,4,1,2,0,0
2,82,24/11/2018,2,1,H,1,1,D,9,3,2,2,8,10,2,2,0,0,0,0
6,34,24/11/2018,1,1,D,0,0,D,16,10,3,4,13,10,6,4,1,1,0,0
9,18,24/11/2018,3,0,H,0,0,D,7,8,5,1,12,15,3,11,1,1,0,0
12,67,24/11/2018,2,0,H,2,0,H,4,10,3,4,14,10,2,8,2,4,1,0
23,16,24/11/2018,3,1,H,2,1,H,10,13,6,4,17,15,7,4,2,1,0,0
40,51,24/11/2018,1,3,A,0,1,A,10,8,3,4,13,12,5,2,2,2,0,0
69,37,24/11/2018,2,1,H,0,0,D,18,12,7,6,7,11,6,3,1,3,0,0
75,1,24/11/2018,1,0,H,0,0,D,6,15,2,4,15,11,8,3,2,1,0,0
77,71,24/11/2018,1,2,A,0,2,A,10,15,1,2,13,20,4,7,4,2,0,0
90,85,24/11/2018,2,2,D,0,0,D,15,10,5,5,10,13,3,14,1,2,0,1
96,80,24/11/2018,3,2,H,2,1,H,11,3,5,2,11,10,8,3,2,0,0,0
1,96,27/11/2018,1,2,A,1,0,H,15,8,8,3,7,13,8,4,2,1,0,0
16,40,27/11/2018,1,2,A,0,1,A,24,8,5,2,12,9,5,3,0,2,0,1
